datetime,ticker,size,price,impact,score
2025-08-18 13:31:00+00:00,META,-50,764.9794971823027,3.911297476525264e-06,-1.6144522853214138e-05
2025-08-18 13:32:00+00:00,C,50,93.98731677971591,3.6655001067178207e-06,1.6461989671173657e-05
2025-08-18 13:32:00+00:00,DIS,50,115.84836935855786,4.088803601487326e-06,2.482991706859699e-05
2025-08-18 13:32:00+00:00,GS,-50,728.1297210016231,8.275907174842627e-06,-2.17122792054073e-05
2025-08-18 13:32:00+00:00,JPM,-50,289.6240535552179,3.625164740836918e-06,-1.5729416754724363e-05
2025-08-18 13:32:00+00:00,NFLX,-50,1243.4938611278048,7.2953860706619115e-06,-1.1510198522367168e-05
2025-08-18 13:32:00+00:00,ORCL,-50,246.12590219321893,3.950484390169267e-06,-3.116520153423761e-05
2025-08-18 13:32:00+00:00,PG,50,154.7778504285765,3.2545692961628994e-06,1.4185475406253874e-05
2025-08-18 13:32:00+00:00,WMT,50,100.57046179483496,2.0409217454642476e-06,1.4616560228307464e-05
2025-08-18 13:33:00+00:00,AAPL,50,232.31648129521005,4.4721359549995795e-05,1.0364517576915586e-05
2025-08-18 13:33:00+00:00,AMD,-50,177.21082960965018,2.9522874944129013e-06,-4.9029093189294824e-05
2025-08-18 13:33:00+00:00,AMZN,-50,230.38434493287753,1.7573410953244439e-06,-1.9123979449262644e-05
2025-08-18 13:33:00+00:00,BAC,50,46.96856638193243,2.0063321207983495e-06,2.107160055999511e-05
2025-08-18 13:33:00+00:00,C,50,94.07735844565708,3.6655001067178207e-06,5.8796904831321466e-05
2025-08-18 13:33:00+00:00,CSCO,50,66.40335948463404,2.5875647373549567e-06,4.6249176713758234e-05
2025-08-18 13:33:00+00:00,DIS,50,115.99844649852648,4.088803601487326e-06,3.110302262256362e-05
2025-08-18 13:33:00+00:00,GOOGL,-50,204.1074200097987,2.358849692591628e-06,-1.1016056420867423e-05
2025-08-18 13:33:00+00:00,INTC,-50,23.518264827576605,2.974541706507343e-06,-3.5269571783393565e-05
2025-08-18 13:33:00+00:00,META,-50,763.3356726213788,3.911297476525264e-06,-8.619494283633159e-05
2025-08-18 13:33:00+00:00,MSFT,-50,521.2896633087981,2.4113048901654754e-06,-1.9358817652352296e-05
2025-08-18 13:33:00+00:00,ORCL,-50,246.3657867354985,3.950484390169267e-06,-1.495090820019652e-05
2025-08-18 13:33:00+00:00,PG,50,154.71962411917514,3.2545692961628994e-06,1.4219862854020429e-05
2025-08-18 13:33:00+00:00,WMT,50,100.35035775774098,2.0409217454642476e-06,2.0219640136603156e-05
2025-08-18 13:34:00+00:00,AMD,-50,177.64560838522675,2.9522874944129013e-06,-6.611289869731629e-05
2025-08-18 13:34:00+00:00,AMZN,-50,230.0745029178345,1.7573410953244439e-06,-1.7974392635013584e-05
2025-08-18 13:34:00+00:00,BAC,50,46.97857353929862,2.0063321207983495e-06,2.0912145691880414e-05
2025-08-18 13:34:00+00:00,C,50,94.11737950826556,3.6655001067178207e-06,6.840272820920341e-05
2025-08-18 13:34:00+00:00,CSCO,50,66.43837310591975,2.5875647373549567e-06,4.805781277994543e-05
2025-08-18 13:34:00+00:00,DIS,50,116.21855861938174,4.088803601487326e-06,4.6466509995968625e-05
2025-08-18 13:34:00+00:00,INTC,-50,23.503171943607203,2.974541706507343e-06,-0.00016214059562273155
2025-08-18 13:34:00+00:00,KO,-50,69.74494955342391,2.2818355704258454e-06,-2.1962175634980952e-05
2025-08-18 13:34:00+00:00,META,-50,765.3641299239573,3.911297476525264e-06,-9.993737035134738e-05
2025-08-18 13:34:00+00:00,NVDA,50,182.4965028171739,1.0672593707008845e-06,3.216041856181815e-05
2025-08-18 13:34:00+00:00,PG,50,154.89792120032314,3.2545692961628994e-06,1.2722852600296327e-05
2025-08-18 13:34:00+00:00,TSLA,50,332.99723719422764,2.5106772514614645e-06,2.6384345477110112e-05
2025-08-18 13:35:00+00:00,AMD,-50,177.47569571724938,2.9522874944129013e-06,-4.555997107226208e-05
2025-08-18 13:35:00+00:00,AMZN,-50,230.0718034673195,1.7573410953244439e-06,-2.951653736678252e-05
2025-08-18 13:35:00+00:00,BAC,50,47.01859071892658,2.0063321207983495e-06,2.3010502494938588e-05
2025-08-18 13:35:00+00:00,C,50,94.12738668222696,3.6655001067178207e-06,7.274023675095681e-05
2025-08-18 13:35:00+00:00,CSCO,50,66.5435284682114,2.5875647373549567e-06,5.583553994646729e-05
2025-08-18 13:35:00+00:00,DIS,50,116.39864202745558,4.088803601487326e-06,6.572227312925719e-05
2025-08-18 13:35:00+00:00,GOOGL,50,205.01294201583957,2.358849692591628e-06,3.0042846395763004e-05
2025-08-18 13:35:00+00:00,GS,50,729.767035836249,8.275907174842627e-06,1.201859155452818e-05
2025-08-18 13:35:00+00:00,INTC,-50,23.538154186987096,2.974541706507343e-06,-0.00016690919820117986
2025-08-18 13:35:00+00:00,KO,-50,69.79822173252468,2.2818355704258454e-06,-2.358306068658101e-05
2025-08-18 13:35:00+00:00,META,-50,763.689559145461,3.911297476525264e-06,-8.029472086902943e-05
2025-08-18 13:35:00+00:00,NVDA,50,182.4071483746283,1.0672593707008845e-06,5.590598646568502e-05
2025-08-18 13:35:00+00:00,PG,50,155.23808864292434,3.2545692961628994e-06,2.6551104651779515e-05
2025-08-18 13:35:00+00:00,TSLA,50,332.33693240614457,2.5106772514614645e-06,1.2421853840921163e-05
2025-08-18 13:35:00+00:00,WMT,-50,100.02725638960888,2.0409217454642476e-06,-1.172080517788266e-05
2025-08-18 13:36:00+00:00,AAPL,-50,231.3589057861037,4.4721359549995795e-05,-2.32068283760151e-05
2025-08-18 13:36:00+00:00,AMD,-50,177.6955862878353,2.9522874944129013e-06,-5.313821193518313e-05
2025-08-18 13:36:00+00:00,AMZN,-50,229.8046341219994,1.7573410953244439e-06,-3.2052401192393784e-05
2025-08-18 13:36:00+00:00,BAC,50,47.10363629009014,2.0063321207983495e-06,2.5355681669738716e-05
2025-08-18 13:36:00+00:00,C,50,94.23744269609094,3.6655001067178207e-06,6.346031420548486e-05
2025-08-18 13:36:00+00:00,CSCO,50,66.54342923623479,2.5875647373549567e-06,7.017230714432723e-05
2025-08-18 13:36:00+00:00,DIS,50,116.52871244427392,4.088803601487326e-06,5.388247894598795e-05
2025-08-18 13:36:00+00:00,GOOGL,50,204.96291384460625,2.358849692591628e-06,3.415016522325761e-05
2025-08-18 13:36:00+00:00,GS,50,730.4510991728403,8.275907174842627e-06,2.417811917048477e-05
2025-08-18 13:36:00+00:00,INTC,-50,23.398126081224685,2.974541706507343e-06,-0.0001620408061980709
2025-08-18 13:36:00+00:00,JPM,50,290.2248873683368,3.625164740836918e-06,1.984240827441189e-05
2025-08-18 13:36:00+00:00,KO,-50,69.81491408867292,2.2818355704258454e-06,-2.4983475407186207e-05
2025-08-18 13:36:00+00:00,META,-50,761.68599163806,3.911297476525264e-06,-0.00010477626139443256
2025-08-18 13:36:00+00:00,NVDA,50,182.23126377996437,1.0672593707008845e-06,5.2559812866246566e-05
2025-08-18 13:36:00+00:00,ORCL,50,246.78430809043456,3.950484390169267e-06,2.5228814994960512e-05
2025-08-18 13:36:00+00:00,PG,50,155.3231228703406,3.2545692961628994e-06,2.9020468121115557e-05
2025-08-18 13:36:00+00:00,WMT,-50,100.13470059007439,2.0409217454642476e-06,-3.835438668146066e-05
2025-08-18 13:37:00+00:00,AAPL,-50,231.31893428516804,4.4721359549995795e-05,-3.661171885118846e-05
2025-08-18 13:37:00+00:00,AMZN,-50,229.81462361401816,1.7573410953244439e-06,-2.837508836216179e-05
2025-08-18 13:37:00+00:00,BAC,50,47.11864320952716,2.0063321207983495e-06,2.448938619872371e-05
2025-08-18 13:37:00+00:00,C,50,94.23243529249166,3.6655001067178207e-06,2.2400471264167873e-05
2025-08-18 13:37:00+00:00,CSCO,50,66.62346364198595,2.5875647373549567e-06,2.009347300844366e-05
2025-08-18 13:37:00+00:00,DIS,50,116.64376827717902,4.088803601487326e-06,5.7827675849610415e-05
2025-08-18 13:37:00+00:00,GOOGL,50,204.85285797447457,2.358849692591628e-06,4.00166860235713e-05
2025-08-18 13:37:00+00:00,GS,50,730.2109869572113,8.275907174842627e-06,1.7425480691363768e-05
2025-08-18 13:37:00+00:00,INTC,-50,23.398225213467505,2.974541706507343e-06,-0.00019639641247591776
2025-08-18 13:37:00+00:00,KO,-50,69.75144653260998,2.2818355704258454e-06,-1.807492359189924e-05
2025-08-18 13:37:00+00:00,META,-50,758.9711738316978,3.911297476525264e-06,-5.5155306964112504e-05
2025-08-18 13:37:00+00:00,MSFT,50,522.4122363575348,2.4113048901654754e-06,1.7497453169085084e-05
2025-08-18 13:37:00+00:00,NFLX,-50,1239.9506155669292,7.2953860706619115e-06,-2.9510647152177814e-05
2025-08-18 13:37:00+00:00,NVDA,50,182.16123664380228,1.0672593707008845e-06,3.308956976109444e-05
2025-08-18 13:37:00+00:00,ORCL,50,247.2255245924022,3.950484390169267e-06,1.402711828390386e-05
2025-08-18 13:37:00+00:00,PG,50,155.49821399318384,3.2545692961628994e-06,3.3609250316630375e-05
2025-08-18 13:37:00+00:00,TSLA,-50,331.6682408287863,2.5106772514614645e-06,-2.375503488355945e-05
2025-08-18 13:37:00+00:00,WMT,-50,100.09972212680005,2.0409217454642476e-06,-4.322432050653959e-05
2025-08-18 13:38:00+00:00,AAPL,-50,231.4687397234323,4.4721359549995795e-05,-3.7275506345769734e-05
2025-08-18 13:38:00+00:00,AMZN,-50,230.03951681906958,1.7573410953244439e-06,-3.0517436464478857e-05
2025-08-18 13:38:00+00:00,BAC,50,47.04360479572979,2.0063321207983495e-06,2.441318911498731e-05
2025-08-18 13:38:00+00:00,CSCO,50,66.61836464503395,2.5875647373549567e-06,3.058526628828453e-05
2025-08-18 13:38:00+00:00,DIS,50,116.38553575364826,4.088803601487326e-06,4.810716029723295e-05
2025-08-18 13:38:00+00:00,GOOGL,50,204.8428584468097,2.358849692591628e-06,2.2938506584059474e-05
2025-08-18 13:38:00+00:00,INTC,-50,23.41321705880481,2.974541706507343e-06,-3.511992913753732e-05
2025-08-18 13:38:00+00:00,JPM,50,290.00596613443696,3.625164740836918e-06,1.5362601605018565e-05
2025-08-18 13:38:00+00:00,KO,-50,69.71496584196896,2.2818355704258454e-06,-1.0821666616426857e-05
