Date,Adj Close,Close,High,Low,Open,Volume
,PG,PG,PG,PG,PG,PG
2018-01-02,73.85490417480469,90.6500015258789,91.93000030517578,90.55000305175781,91.91999816894531,7558900
2018-01-03,73.76529693603516,90.54000091552734,91.08999633789062,90.5199966430664,90.7300033569336,5863600
2018-01-04,74.28672790527344,91.18000030517578,91.7699966430664,90.61000061035156,90.83000183105469,6322500
2018-01-05,74.3355941772461,91.23999786376953,91.30000305175781,90.56999969482422,91.2699966430664,5949700
2018-01-08,74.72666931152344,91.72000122070312,91.7699966430664,90.93000030517578,90.93000030517578,4860700
2018-01-09,74.1808090209961,91.05000305175781,91.6500015258789,91.01000213623047,91.47000122070312,6630100
2018-01-10,73.7082748413086,90.47000122070312,90.91000366210938,90.01000213623047,90.91000366210938,6564700
2018-01-11,73.44757080078125,90.1500015258789,90.5199966430664,89.91999816894531,90.4000015258789,5469700
2018-01-12,73.00760650634766,89.61000061035156,90.33999633789062,89.3499984741211,90.05000305175781,8111000
2018-01-16,73.50460052490234,90.22000122070312,90.7699966430664,89.63999938964844,90.13999938964844,9465300
2018-01-17,74.30302429199219,91.19999694824219,91.7300033569336,90.43000030517578,90.55999755859375,8345500
2018-01-18,74.03211212158203,90.18000030517578,90.6500015258789,89.66999816894531,90.23999786376953,7699800
2018-01-19,74.76273345947266,91.06999969482422,91.26000213623047,90.23999786376953,90.27999877929688,9364000
2018-01-22,75.43592071533203,91.88999938964844,91.91999816894531,90.7699966430664,90.87999725341797,8658000
2018-01-23,73.10445404052734,89.05000305175781,90.20999908447266,88.5999984741211,89.81999969482422,18756300
2018-01-24,72.4969482421875,88.30999755859375,89.16000366210938,87.69999694824219,89.05999755859375,15141900
2018-01-25,72.52159118652344,88.33999633789062,89.05000305175781,88.01000213623047,88.68000030517578,11264400
2018-01-26,72.02082824707031,87.7300033569336,88.16999816894531,87.2300033569336,88.16999816894531,11503100
2018-01-29,71.30660247802734,86.86000061035156,87.73999786376953,86.69000244140625,87.69000244140625,11685800
2018-01-30,71.3804702758789,86.94999694824219,87.44000244140625,86.62999725341797,86.81999969482422,9662900
2018-01-31,70.87969970703125,86.33999633789062,87.41000366210938,86.08000183105469,86.80999755859375,11798100
2018-02-01,70.47746276855469,85.8499984741211,86.5,85.55999755859375,86.1500015258789,8606300
2018-02-02,69.16394805908203,84.25,85.61000061035156,84.20999908447266,85.55999755859375,12846300
2018-02-05,66.54515838623047,81.05999755859375,84.37000274658203,80.0999984741211,83.98999786376953,17462200
2018-02-06,67.62881469726562,82.37999725341797,82.44999694824219,80.12000274658203,80.52999877929688,19955500
2018-02-07,67.18548583984375,81.83999633789062,83.38999938964844,81.81999969482422,82.30000305175781,11851800
2018-02-08,65.85557556152344,80.22000122070312,82.22000122070312,80.1500015258789,82.02999877929688,14596100
2018-02-09,65.60929107666016,79.91999816894531,81.02999877929688,78.58999633789062,80.9800033569336,18838800
2018-02-12,66.76680755615234,81.33000183105469,81.66999816894531,80.58000183105469,80.61000061035156,10769000
2018-02-13,66.90638732910156,81.5,81.83000183105469,80.91000366210938,81.1500015258789,9278700
2018-02-14,66.23320770263672,80.68000030517578,81.26000213623047,80.2699966430664,81.05999755859375,9412000
2018-02-15,67.65342712402344,82.41000366210938,82.41000366210938,80.5,80.97000122070312,8910700
2018-02-16,67.80941009521484,82.5999984741211,83.25,82.12999725341797,82.20999908447266,10371700
2018-02-20,66.7750473022461,81.33999633789062,82.22000122070312,81.06999969482422,82.19000244140625,7087700
2018-02-21,65.87200164794922,80.23999786376953,81.80999755859375,80.19000244140625,81.30999755859375,9134500
2018-02-22,66.36455535888672,80.83999633789062,81.27999877929688,80.16999816894531,80.47000122070312,10277700
2018-02-23,66.53694152832031,81.05000305175781,81.12000274658203,80.4800033569336,81.01000213623047,10321800
2018-02-26,67.01309967041016,81.62999725341797,81.69000244140625,81.05000305175781,81.44999694824219,9422200
2018-02-27,66.11829376220703,80.54000091552734,82.0,80.51000213623047,81.88999938964844,8919600
2018-02-28,64.4599838256836,78.5199966430664,80.79000091552734,78.5,80.68000030517578,16862000
2018-03-01,64.60774993896484,78.69999694824219,79.27999877929688,77.9000015258789,78.4000015258789,13504200
2018-03-02,65.26448822021484,79.5,79.66000366210938,78.41999816894531,78.4800033569336,9317700
2018-03-05,65.91304016113281,80.29000091552734,80.38999938964844,79.1500015258789,79.27999877929688,8177000
2018-03-06,65.69139862060547,80.0199966430664,80.41999816894531,79.37000274658203,80.41000366210938,9085300
2018-03-07,64.98538208007812,79.16000366210938,79.63999938964844,78.9000015258789,79.52999877929688,9089500
2018-03-08,65.6503677368164,79.97000122070312,79.98999786376953,79.0199966430664,79.16999816894531,7951700
2018-03-09,65.91304016113281,80.29000091552734,80.75,79.9000015258789,80.18000030517578,7662200
2018-03-12,65.56005859375,79.86000061035156,80.62000274658203,79.76000213623047,80.2300033569336,7182000
2018-03-13,65.44509887695312,79.72000122070312,80.19000244140625,79.36000061035156,80.0,9620200
2018-03-14,64.85404205322266,79.0,79.83999633789062,78.86000061035156,79.69000244140625,8898100
2018-03-15,64.5831298828125,78.66999816894531,79.13999938964844,78.54000091552734,79.08999633789062,6996900
2018-03-16,64.82941436767578,78.97000122070312,79.38999938964844,78.83999633789062,78.93000030517578,17715400
2018-03-19,64.5749282836914,78.66000366210938,79.56999969482422,78.2699966430664,78.97000122070312,8368200
2018-03-20,64.2875747680664,78.30999755859375,79.0999984741211,77.95999908447266,78.73999786376953,8465500
2018-03-21,63.244998931884766,77.04000091552734,78.23999786376953,76.87999725341797,78.05000305175781,9822800
2018-03-22,62.72780227661133,76.41000366210938,77.5199966430664,76.37000274658203,76.83000183105469,10481600
2018-03-23,62.31733322143555,75.91000366210938,77.18000030517578,75.80999755859375,76.79000091552734,11728300
2018-03-26,62.72780227661133,76.41000366210938,76.87000274658203,76.0199966430664,76.56999969482422,12937000
2018-03-27,63.86070251464844,77.79000091552734,78.44000244140625,76.30000305175781,76.52999877929688,11288200
2018-03-28,64.72268676757812,78.83999633789062,79.13999938964844,77.94999694824219,77.94999694824219,12857800
2018-03-29,65.0838851928711,79.27999877929688,80.48999786376953,79.18000030517578,79.43000030517578,10036400
2018-04-02,63.540531158447266,77.4000015258789,79.37000274658203,77.05999755859375,79.26000213623047,12017200
2018-04-03,64.41073608398438,78.45999908447266,78.80000305175781,77.18000030517578,77.55999755859375,11933100
2018-04-04,64.89506530761719,79.05000305175781,79.5199966430664,77.58999633789062,77.81999969482422,9030800
2018-04-05,64.6898422241211,78.80000305175781,79.31999969482422,78.51000213623047,79.08999633789062,7864700
2018-04-06,64.3861083984375,78.43000030517578,79.36000061035156,77.9000015258789,78.37000274658203,8300800
2018-04-09,64.1644287109375,78.16000366210938,78.8499984741211,77.56999969482422,78.80000305175781,9031200
2018-04-10,64.33683013916016,78.37000274658203,78.83999633789062,77.94000244140625,78.70999908447266,6779000
2018-04-11,64.2547607421875,78.2699966430664,78.69000244140625,78.04000091552734,78.19000244140625,7143500
2018-04-12,63.86070251464844,77.79000091552734,78.69999694824219,77.79000091552734,78.63999938964844,8282300
2018-04-13,64.33683013916016,78.37000274658203,78.44000244140625,77.72000122070312,78.05999755859375,6198500
2018-04-16,64.53386688232422,78.61000061035156,78.86000061035156,78.04000091552734,78.55999755859375,5962200
2018-04-17,64.3861083984375,78.43000030517578,78.94000244140625,78.0999984741211,78.93000030517578,6492400
2018-04-18,64.19727325439453,78.19999694824219,78.68000030517578,78.0199966430664,78.58000183105469,7349400
2018-04-19,62.09861755371094,74.94999694824219,75.72000122070312,74.19999694824219,75.38999938964844,16955600
2018-04-20,61.145809173583984,73.80000305175781,74.91999816894531,73.73999786376953,74.04000091552734,14085000
2018-04-23,60.48296356201172,73.0,73.9800033569336,72.76000213623047,73.58999633789062,13653400
2018-04-24,60.0687141418457,72.5,73.33000183105469,72.1500015258789,73.05999755859375,16551700
2018-04-25,59.90299987792969,72.30000305175781,72.75,71.94999694824219,72.41000366210938,14208800
2018-04-26,60.275814056396484,72.75,73.01000213623047,72.37000274658203,72.56999969482422,11204300
2018-04-27,60.32554626464844,72.80999755859375,73.08000183105469,72.20999908447266,72.52999877929688,8144800
2018-04-30,59.93613815307617,72.33999633789062,72.91999816894531,72.16000366210938,72.91000366210938,13076500
2018-05-01,59.62128829956055,71.95999908447266,72.33000183105469,71.66000366210938,72.05000305175781,8103800
2018-05-02,58.77620315551758,70.94000244140625,72.01000213623047,70.7300033569336,71.94000244140625,10830900
2018-05-03,59.124183654785156,71.36000061035156,71.72000122070312,70.73999786376953,70.80999755859375,9386500
2018-05-04,60.01070022583008,72.43000030517578,72.62000274658203,71.33999633789062,71.37999725341797,8107400
2018-05-07,59.63785934448242,71.9800033569336,73.22000122070312,71.88999938964844,72.66999816894531,6633600
2018-05-08,59.190460205078125,71.44000244140625,72.12000274658203,71.11000061035156,72.05000305175781,8084100
2018-05-09,59.96099090576172,72.37000274658203,72.55000305175781,71.73999786376953,71.7699966430664,7528400
2018-05-10,60.60723876953125,73.1500015258789,73.33999633789062,72.69000244140625,72.94000244140625,7618500
2018-05-11,60.78952407836914,73.37000274658203,74.0999984741211,73.05000305175781,73.62999725341797,7586200
2018-05-14,60.714942932128906,73.27999877929688,73.77999877929688,73.08999633789062,73.77999877929688,8646900
2018-05-15,60.4415283203125,72.94999694824219,73.41000366210938,72.5999984741211,73.30999755859375,11502800
2018-05-16,60.9221076965332,73.52999877929688,73.93000030517578,72.95999908447266,72.9800033569336,8325000
2018-05-17,61.27836990356445,73.95999908447266,74.0,73.4000015258789,73.5199966430664,8053600
2018-05-18,60.85579299926758,73.44999694824219,74.06999969482422,73.11000061035156,73.9800033569336,7042700
2018-05-21,61.36122131347656,74.05999755859375,74.25,73.41999816894531,73.75,6428400
