Datetime,Adj Close,Close,High,Low,Open,Volume
,AMD,AMD,AMD,AMD,AMD,AMD
2025-08-18 13:30:00+00:00,178.4499969482422,178.4499969482422,178.60000610351562,176.60000610351562,176.7550048828125,1789145
2025-08-18 13:31:00+00:00,177.73300170898438,177.73300170898438,178.79530334472656,177.4199981689453,178.47000122070312,537629
2025-08-18 13:33:00+00:00,177.3000030517578,177.3000030517578,177.47999572753906,176.79010009765625,176.9499969482422,637385
2025-08-18 13:34:00+00:00,177.73500061035156,177.73500061035156,177.8000030517578,177.27000427246094,177.31520080566406,225922
2025-08-18 13:35:00+00:00,177.56500244140625,177.56500244140625,177.8498992919922,177.22000122070312,177.69200134277344,258161
2025-08-18 13:36:00+00:00,177.78500366210938,177.78500366210938,178.2100067138672,177.5500946044922,177.5500946044922,319010
2025-08-18 13:37:00+00:00,177.4499969482422,177.4499969482422,177.74989318847656,177.4499969482422,177.72999572753906,145421
2025-08-18 13:38:00+00:00,177.1674041748047,177.1674041748047,177.49989318847656,177.0574951171875,177.47219848632812,194826
2025-08-18 13:39:00+00:00,177.59010314941406,177.59010314941406,177.73500061035156,177.14999389648438,177.14999389648438,171218
2025-08-18 13:40:00+00:00,177.42999267578125,177.42999267578125,177.60000610351562,177.17999267578125,177.55999755859375,137071
2025-08-18 13:41:00+00:00,177.42359924316406,177.42359924316406,177.89999389648438,177.38999938964844,177.42999267578125,188955
2025-08-18 13:42:00+00:00,177.3404998779297,177.3404998779297,177.67999267578125,177.1999969482422,177.39999389648438,168963
2025-08-18 13:43:00+00:00,177.3350067138672,177.3350067138672,177.55999755859375,177.27000427246094,177.35000610351562,160441
2025-08-18 13:44:00+00:00,177.3699951171875,177.3699951171875,177.5399932861328,177.22000122070312,177.35000610351562,132177
2025-08-18 13:45:00+00:00,177.5500030517578,177.5500030517578,177.66000366210938,177.3000030517578,177.35000610351562,134429
2025-08-18 13:46:00+00:00,177.3699951171875,177.3699951171875,177.61500549316406,177.22999572753906,177.5399932861328,128921
2025-08-18 13:47:00+00:00,177.60499572753906,177.60499572753906,177.64990234375,177.25999450683594,177.3699951171875,166783
2025-08-18 13:48:00+00:00,177.8300018310547,177.8300018310547,178.09970092773438,177.591796875,177.60499572753906,336488
2025-08-18 13:49:00+00:00,177.422607421875,177.422607421875,177.90440368652344,177.27000427246094,177.8350067138672,228443
2025-08-18 13:50:00+00:00,177.25999450683594,177.25999450683594,177.42999267578125,177.11000061035156,177.42999267578125,185058
2025-08-18 13:51:00+00:00,176.85040283203125,176.85040283203125,177.25999450683594,176.75,177.25999450683594,286422
2025-08-18 13:52:00+00:00,176.75999450683594,176.75999450683594,176.92990112304688,176.74000549316406,176.80999755859375,208928
2025-08-18 13:53:00+00:00,177.0500030517578,177.0500030517578,177.0800018310547,176.72999572753906,176.75999450683594,219461
2025-08-18 13:54:00+00:00,176.72000122070312,176.72000122070312,177.05999755859375,176.50999450683594,177.03500366210938,205867
2025-08-18 13:55:00+00:00,176.71029663085938,176.71029663085938,176.97079467773438,176.66009521484375,176.72999572753906,161934
2025-08-18 13:56:00+00:00,176.4149932861328,176.4149932861328,176.6999969482422,176.36000061035156,176.6699981689453,230067
2025-08-18 13:57:00+00:00,176.38999938964844,176.38999938964844,176.63999938964844,176.34500122070312,176.4149932861328,157134
2025-08-18 13:58:00+00:00,176.39999389648438,176.39999389648438,176.5146026611328,176.33999633789062,176.3699951171875,138724
2025-08-18 13:59:00+00:00,176.4550018310547,176.4550018310547,176.66000366210938,176.40859985351562,176.4174041748047,107000
2025-08-18 14:00:00+00:00,176.2550048828125,176.2550048828125,176.6840057373047,176.22999572753906,176.47000122070312,191786
2025-08-18 14:01:00+00:00,176.25909423828125,176.25909423828125,176.3300018310547,176.0500030517578,176.22999572753906,195549
2025-08-18 14:02:00+00:00,176.1652069091797,176.1652069091797,176.3000030517578,176.05999755859375,176.2570037841797,156055
2025-08-18 14:03:00+00:00,176.56869506835938,176.56869506835938,176.60989379882812,176.10000610351562,176.1580047607422,140688
2025-08-18 14:04:00+00:00,176.39999389648438,176.39999389648438,176.69000244140625,176.37130737304688,176.60000610351562,129861
2025-08-18 14:05:00+00:00,176.3000030517578,176.3000030517578,176.47000122070312,176.13999938964844,176.40499877929688,123464
2025-08-18 14:06:00+00:00,176.05169677734375,176.05169677734375,176.2899932861328,176.0399932861328,176.26499938964844,133354
2025-08-18 14:07:00+00:00,176.32960510253906,176.32960510253906,176.32960510253906,176.02999877929688,176.0500030517578,153040
2025-08-18 14:08:00+00:00,175.91000366210938,175.91000366210938,176.35000610351562,175.85000610351562,176.30999755859375,282385
2025-08-18 14:09:00+00:00,175.97000122070312,175.97000122070312,176.11000061035156,175.88999938964844,175.9040069580078,116942
2025-08-18 14:10:00+00:00,175.93499755859375,175.93499755859375,176.16189575195312,175.8800048828125,175.9600067138672,137675
2025-08-18 14:11:00+00:00,175.98260498046875,175.98260498046875,176.0998992919922,175.72999572753906,175.93539428710938,182116
2025-08-18 14:12:00+00:00,175.96499633789062,175.96499633789062,176.08999633789062,175.85000610351562,175.9561004638672,149118
2025-08-18 14:13:00+00:00,176.28500366210938,176.28500366210938,176.28500366210938,175.86439514160156,175.9499969482422,119810
2025-08-18 14:14:00+00:00,176.20989990234375,176.20989990234375,176.28750610351562,176.02999877929688,176.27999877929688,116882
2025-08-18 14:15:00+00:00,176.1490020751953,176.1490020751953,176.24000549316406,175.98500061035156,176.20489501953125,115898
2025-08-18 14:16:00+00:00,176.1699981689453,176.1699981689453,176.1699981689453,175.94000244140625,176.13499450683594,113883
2025-08-18 14:17:00+00:00,176.13619995117188,176.13619995117188,176.2899932861328,176.02139282226562,176.1909942626953,84186
2025-08-18 14:18:00+00:00,176.02810668945312,176.02810668945312,176.3000030517578,176.02000427246094,176.13409423828125,118138
2025-08-18 14:19:00+00:00,175.97500610351562,175.97500610351562,176.12559509277344,175.94790649414062,176.02000427246094,145775
2025-08-18 14:20:00+00:00,176.02699279785156,176.02699279785156,176.16000366210938,175.94000244140625,175.97999572753906,90951
2025-08-18 14:21:00+00:00,175.97459411621094,175.97459411621094,176.10260009765625,175.85000610351562,176.02000427246094,108619
2025-08-18 14:22:00+00:00,176.41099548339844,176.41099548339844,176.48199462890625,175.99000549316406,176.0,189790
2025-08-18 14:23:00+00:00,176.4571075439453,176.4571075439453,176.5800018310547,176.39999389648438,176.4199981689453,183398
2025-08-18 14:24:00+00:00,176.57989501953125,176.57989501953125,176.58990478515625,176.35000610351562,176.44479370117188,102450
2025-08-18 14:25:00+00:00,176.74000549316406,176.74000549316406,176.7873992919922,176.5800018310547,176.5800018310547,187490
2025-08-18 14:26:00+00:00,176.7449951171875,176.7449951171875,176.80999755859375,176.58999633789062,176.74000549316406,123417
2025-08-18 14:27:00+00:00,176.84500122070312,176.84500122070312,176.87989807128906,176.6717071533203,176.7384033203125,117582
2025-08-18 14:28:00+00:00,176.29969787597656,176.29969787597656,176.93310546875,176.25,176.8415069580078,223766
2025-08-18 14:29:00+00:00,176.10000610351562,176.10000610351562,176.3699951171875,176.0500030517578,176.2899932861328,161806
2025-08-18 14:30:00+00:00,175.94000244140625,175.94000244140625,176.10989379882812,175.86770629882812,176.10000610351562,223617
2025-08-18 14:31:00+00:00,176.0500030517578,176.0500030517578,176.106201171875,175.92999267578125,175.96499633789062,140386
2025-08-18 14:32:00+00:00,176.13999938964844,176.13999938964844,176.1999969482422,176.0500030517578,176.10000610351562,101068
2025-08-18 14:33:00+00:00,175.8699951171875,175.8699951171875,176.14999389648438,175.85000610351562,176.14999389648438,124479
2025-08-18 14:34:00+00:00,175.83999633789062,175.83999633789062,175.95950317382812,175.75,175.8699951171875,158708
2025-08-18 14:35:00+00:00,175.98049926757812,175.98049926757812,176.02999877929688,175.74070739746094,175.86000061035156,108500
2025-08-18 14:36:00+00:00,175.96060180664062,175.96060180664062,176.0399932861328,175.86000061035156,175.98500061035156,113238
2025-08-18 14:37:00+00:00,175.7100067138672,175.7100067138672,175.99000549316406,175.6999969482422,175.97000122070312,154122
2025-08-18 14:38:00+00:00,175.38980102539062,175.38980102539062,175.7100067138672,175.3300018310547,175.7100067138672,290206
2025-08-18 14:39:00+00:00,175.41000366210938,175.41000366210938,175.44000244140625,175.27029418945312,175.375,159079
2025-08-18 14:40:00+00:00,175.1649932861328,175.1649932861328,175.42950439453125,175.1199951171875,175.39999389648438,209942
2025-08-18 14:41:00+00:00,175.68499755859375,175.68499755859375,175.6999969482422,175.10000610351562,175.14999389648438,194248
2025-08-18 14:42:00+00:00,175.47999572753906,175.47999572753906,175.69000244140625,175.4250030517578,175.66000366210938,111539
2025-08-18 14:43:00+00:00,175.4550018310547,175.4550018310547,175.56289672851562,175.36000061035156,175.47000122070312,77951
2025-08-18 14:44:00+00:00,175.0,175.0,175.5115966796875,174.94000244140625,175.451904296875,335533
2025-08-18 14:45:00+00:00,174.89999389648438,174.89999389648438,175.02000427246094,174.7700958251953,175.00160217285156,242137
2025-08-18 14:46:00+00:00,174.55499267578125,174.55499267578125,175.0,174.52999877929688,174.89999389648438,209437
2025-08-18 14:47:00+00:00,174.3800048828125,174.3800048828125,174.64999389648438,174.36000061035156,174.55499267578125,334339
2025-08-18 14:48:00+00:00,174.9499969482422,174.9499969482422,174.9499969482422,174.37010192871094,174.37010192871094,247527
2025-08-18 14:49:00+00:00,175.16819763183594,175.16819763183594,175.22000122070312,174.92050170898438,174.9499969482422,203651
2025-08-18 14:50:00+00:00,175.1490936279297,175.1490936279297,175.25999450683594,174.9600067138672,175.172607421875,177571
2025-08-18 14:51:00+00:00,175.30999755859375,175.30999755859375,175.32879638671875,174.96200561523438,175.13499450683594,132203
2025-08-18 14:52:00+00:00,175.3350067138672,175.3350067138672,175.39999389648438,175.22059631347656,175.31500244140625,131022
2025-08-18 14:53:00+00:00,175.42999267578125,175.42999267578125,175.4716033935547,175.22999572753906,175.3300018310547,131771
2025-08-18 14:54:00+00:00,175.17739868164062,175.17739868164062,175.5399932861328,175.13999938964844,175.4499969482422,116063
2025-08-18 14:55:00+00:00,175.3188018798828,175.3188018798828,175.32000732421875,175.02999877929688,175.16009521484375,92932
2025-08-18 14:56:00+00:00,175.2100067138672,175.2100067138672,175.3699951171875,175.1811981201172,175.32000732421875,93685
2025-08-18 14:57:00+00:00,175.47500610351562,175.47500610351562,175.60000610351562,175.22000122070312,175.22000122070312,112476
2025-08-18 14:58:00+00:00,175.4600067138672,175.4600067138672,175.5399932861328,175.3303985595703,175.44000244140625,97382
2025-08-18 14:59:00+00:00,175.7050018310547,175.7050018310547,175.75,175.4691925048828,175.47999572753906,142669
2025-08-18 15:00:00+00:00,175.64500427246094,175.64500427246094,175.75,175.55999755859375,175.7100067138672,115708
2025-08-18 15:01:00+00:00,175.7100067138672,175.7100067138672,175.75,175.55589294433594,175.6199951171875,77560
2025-08-18 15:02:00+00:00,175.7642059326172,175.7642059326172,175.85989379882812,175.69500732421875,175.71099853515625,109157
2025-08-18 15:03:00+00:00,175.60000610351562,175.60000610351562,175.78199768066406,175.52000427246094,175.77000427246094,91135
2025-08-18 15:04:00+00:00,175.65249633789062,175.65249633789062,175.69940185546875,175.5800018310547,175.60000610351562,58064
2025-08-18 15:05:00+00:00,175.61000061035156,175.61000061035156,175.64999389648438,175.44259643554688,175.63999938964844,77464
2025-08-18 15:06:00+00:00,175.3000030517578,175.3000030517578,175.64259338378906,175.27999877929688,175.6199951171875,70227
2025-08-18 15:07:00+00:00,175.25,175.25,175.32000732421875,175.13999938964844,175.30999755859375,96705
2025-08-18 15:08:00+00:00,175.4167938232422,175.4167938232422,175.4293975830078,175.24000549316406,175.25,82703
2025-08-18 15:09:00+00:00,175.33999633789062,175.33999633789062,175.4499969482422,175.25999450683594,175.40499877929688,84044
2025-08-18 15:10:00+00:00,175.04010009765625,175.04010009765625,175.36000061035156,175.02000427246094,175.36000061035156,125051
2025-08-18 15:11:00+00:00,175.1605987548828,175.1605987548828,175.1999969482422,175.00999450683594,175.0449981689453,79555
2025-08-18 15:12:00+00:00,175.25999450683594,175.25999450683594,175.2899932861328,175.08999633789062,175.17359924316406,70340
2025-08-18 15:13:00+00:00,175.2100067138672,175.2100067138672,175.27499389648438,175.08999633789062,175.26499938964844,51936
2025-08-18 15:14:00+00:00,175.07080078125,175.07080078125,175.24000549316406,175.05999755859375,175.22999572753906,61457
2025-08-18 15:15:00+00:00,175.0449981689453,175.0449981689453,175.22999572753906,174.9499969482422,175.0749969482422,112819
2025-08-18 15:16:00+00:00,174.9600067138672,174.9600067138672,175.05999755859375,174.9199981689453,175.0500030517578,67514
2025-08-18 15:17:00+00:00,175.11300659179688,175.11300659179688,175.1320037841797,174.9149932861328,174.95010375976562,88990
2025-08-18 15:18:00+00:00,175.0500030517578,175.0500030517578,175.11990356445312,174.97999572753906,175.10000610351562,56655
2025-08-18 15:19:00+00:00,175.08999633789062,175.08999633789062,175.1387939453125,175.02000427246094,175.0843963623047,51549
2025-08-18 15:20:00+00:00,175.14540100097656,175.14540100097656,175.1999969482422,175.02499389648438,175.07000732421875,91717
2025-08-18 15:21:00+00:00,175.1186981201172,175.1186981201172,175.17999267578125,175.0449981689453,175.14999389648438,95113
2025-08-18 15:22:00+00:00,175.21119689941406,175.21119689941406,175.3856964111328,175.1300048828125,175.1300048828125,126453
2025-08-18 15:23:00+00:00,175.3511962890625,175.3511962890625,175.39999389648438,175.22860717773438,175.22860717773438,62547
2025-08-18 15:24:00+00:00,175.22000122070312,175.22000122070312,175.39129638671875,175.16000366210938,175.35000610351562,64160
2025-08-18 15:25:00+00:00,175.11000061035156,175.11000061035156,175.25880432128906,175.07000732421875,175.22000122070312,68098
