Date,Adj Close,Close,High,Low,Open,Volume
,GS,GS,GS,GS,GS,GS
2018-01-02,216.4808807373047,255.6699981689453,257.9100036621094,253.9199981689453,257.7699890136719,2258300
2018-01-03,214.46563720703125,253.2899932861328,256.1400146484375,253.22000122070312,255.47999572753906,2988200
2018-01-04,217.46302795410156,256.8299865722656,259.7200012207031,254.32000732421875,255.22999572753906,2583200
2018-01-05,216.35391235351562,255.52000427246094,257.489990234375,253.69000244140625,257.17999267578125,2594700
2018-01-08,213.21250915527344,251.80999755859375,255.17999267578125,251.6199951171875,254.75,2940500
2018-01-09,215.0160675048828,253.94000244140625,255.60000610351562,252.6199951171875,252.8000030517578,2637300
2018-01-10,215.34628295898438,254.3300018310547,255.14999389648438,252.35000610351562,255.0,2927200
2018-01-11,216.02366638183594,255.1300048828125,255.88999938964844,252.97000122070312,255.75,2422400
2018-01-12,217.6324005126953,257.0299987792969,257.29998779296875,254.08999633789062,255.75,2849200
2018-01-16,218.84320068359375,258.4599914550781,261.7699890136719,256.3999938964844,259.25,4445500
2018-01-17,214.7704620361328,253.64999389648438,262.0,248.83999633789062,260.9800109863281,8608100
2018-01-18,212.50128173828125,250.97000122070312,254.5399932861328,250.60000610351562,254.49000549316406,4984500
2018-01-19,216.86192321777344,256.1199951171875,256.1400146484375,250.25999450683594,251.0,4643400
2018-01-22,221.43423461914062,261.5199890136719,262.8699951171875,255.19000244140625,255.4499969482422,5264700
2018-01-23,220.223388671875,260.0899963378906,260.260009765625,256.8500061035156,258.0,4003600
2018-01-24,224.95652770996094,265.67999267578125,265.7799987792969,260.29998779296875,260.739990234375,4314000
2018-01-25,227.79307556152344,269.0299987792969,270.5,265.010009765625,266.3500061035156,5055000
2018-01-26,227.03953552246094,268.1400146484375,269.0,266.04998779296875,267.489990234375,3535400
2018-01-29,230.71426391601562,272.4800109863281,273.7900085449219,268.80999755859375,269.0400085449219,3881100
2018-01-30,227.71688842773438,268.94000244140625,272.0,267.1099853515625,270.3900146484375,3970400
2018-01-31,226.8278045654297,267.8900146484375,270.0,266.3299865722656,268.54998779296875,3710200
2018-02-01,230.50254821777344,272.2300109863281,272.5899963378906,266.0,266.1499938964844,3388200
2018-02-02,220.18104553222656,260.0400085449219,271.75,259.3500061035156,270.0,5913900
2018-02-05,210.9263916015625,249.11000061035156,263.29998779296875,241.5,257.510009765625,6528500
2018-02-06,219.0464324951172,258.70001220703125,258.75,242.11000061035156,244.2100067138672,6739900
2018-02-07,217.69168090820312,257.1000061035156,261.95001220703125,255.66000366210938,255.89999389648438,4125000
2018-02-08,208.58946228027344,246.35000610351562,258.7799987792969,246.0500030517578,257.92999267578125,4166200
2018-02-09,211.0872802734375,249.3000030517578,251.6699981689453,239.2899932861328,249.6199951171875,5978600
2018-02-12,214.35562133789062,253.16000366210938,256.1499938964844,248.82000732421875,251.14999389648438,3692500
2018-02-13,216.3623504638672,255.52999877929688,256.3999938964844,250.5800018310547,252.00999450683594,2700500
2018-02-14,222.3317108154297,262.5799865722656,262.7099914550781,254.47999572753906,255.0,3793800
2018-02-15,226.64996337890625,267.67999267578125,268.0,262.9100036621094,265.760009765625,3523100
2018-02-16,226.5991668701172,267.6199951171875,269.2799987792969,265.8999938964844,265.989990234375,2602500
2018-02-20,224.2876434326172,264.8900146484375,268.8500061035156,263.30999755859375,266.8900146484375,2618400
2018-02-21,223.02601623535156,263.3999938964844,270.0,263.1300048828125,263.9200134277344,3017900
2018-02-22,221.35797119140625,261.42999267578125,266.32000732421875,260.7200012207031,264.3999938964844,2678900
2018-02-23,225.87950134277344,266.7699890136719,266.9800109863281,262.3999938964844,263.0,2507100
2018-02-26,229.68124389648438,271.260009765625,271.7799987792969,266.7699890136719,267.5,2751400
2018-02-27,226.86170959472656,267.92999267578125,273.1199951171875,267.92999267578125,271.0,3140600
2018-02-28,223.25299072265625,262.92999267578125,269.489990234375,262.57000732421875,269.1400146484375,3104300
2018-03-01,218.0310821533203,256.7799987792969,263.54998779296875,256.20001220703125,262.6099853515625,3483500
2018-03-02,219.16888427734375,258.1199951171875,259.239990234375,252.10000610351562,255.0,3122800
2018-03-05,223.41433715820312,263.1199951171875,264.54998779296875,256.239990234375,256.4599914550781,2445800
2018-03-06,226.6493682861328,266.92999267578125,267.8699951171875,263.2099914550781,264.7699890136719,2217300
2018-03-07,225.307861328125,265.3500061035156,266.42999267578125,260.95001220703125,262.69000244140625,2509400
2018-03-08,226.14840698242188,266.3399963378906,268.1000061035156,262.6300048828125,266.4800109863281,2565400
2018-03-09,229.90988159179688,270.7699890136719,271.0899963378906,267.0400085449219,268.70001220703125,4410600
2018-03-12,232.12608337402344,273.3800048828125,275.30999755859375,270.7699890136719,271.0,3065600
2018-03-13,228.00791931152344,268.5299987792969,275.0299987792969,267.44000244140625,274.3399963378906,2288100
2018-03-14,224.52662658691406,264.42999267578125,270.7799987792969,263.9100036621094,270.3999938964844,2478700
2018-03-15,226.37771606445312,266.6099853515625,269.0,265.3500061035156,265.7200012207031,2255200
2018-03-16,227.2183074951172,267.6000061035156,269.8500061035156,265.3299865722656,266.010009765625,4114400
2018-03-19,222.91336059570312,262.5299987792969,267.5,259.4700012207031,266.989990234375,2426900
2018-03-20,223.4737548828125,263.19000244140625,264.6400146484375,261.8900146484375,263.2900085449219,1514800
2018-03-21,222.3360137939453,261.8500061035156,266.489990234375,260.30999755859375,263.010009765625,2817600
2018-03-22,214.48184204101562,252.60000610351562,260.82000732421875,252.17999267578125,258.4200134277344,4489300
2018-03-23,208.24948120117188,245.25999450683594,253.99000549316406,244.92999267578125,253.6300048828125,3634200
2018-03-26,216.41778564453125,254.8800048828125,255.36000061035156,248.4499969482422,250.64999389648438,3787200
2018-03-27,209.94766235351562,247.25999450683594,257.05999755859375,245.61000061035156,255.88999938964844,2981500
2018-03-28,211.73922729492188,249.3699951171875,251.22999572753906,244.3699951171875,248.77999877929688,2660200
2018-03-29,213.85348510742188,251.86000061035156,252.97999572753906,248.3300018310547,250.7899932861328,3073900
2018-04-02,210.02407836914062,247.35000610351562,252.60000610351562,243.77000427246094,251.25999450683594,3429900
2018-04-03,212.76666259765625,250.5800018310547,250.88999938964844,245.89999389648438,248.61000061035156,2488200
2018-04-04,214.4988250732422,252.6199951171875,253.22000122070312,244.50999450683594,245.7100067138672,2853200
2018-04-05,217.2074432373047,255.80999755859375,258.0,253.39999389648438,254.5,1924800
2018-04-06,212.24868774414062,249.97000122070312,255.33999633789062,246.67999267578125,251.47999572753906,3621900
2018-04-09,214.1337127685547,252.19000244140625,257.5,249.1699981689453,251.47999572753906,3256700
2018-04-10,217.85275268554688,256.57000732421875,259.8900146484375,255.9499969482422,257.9599914550781,3113900
2018-04-11,214.7705078125,252.94000244140625,254.8300018310547,249.7899932861328,252.58999633789062,3322000
2018-04-12,220.41700744628906,259.5899963378906,260.7300109863281,255.11000061035156,256.2699890136719,3059100
2018-04-13,217.30084228515625,255.9199981689453,262.5,254.5399932861328,261.94000244140625,3026200
2018-04-16,218.9650421142578,257.8800048828125,260.6600036621094,256.6600036621094,257.1300048828125,3257400
2018-04-17,215.35643005371094,253.6300048828125,262.25,252.33999633789062,261.6000061035156,10134400
2018-04-18,215.6706085205078,254.0,257.0199890136719,252.25,254.89999389648438,4524800
2018-04-19,215.81494140625,254.1699981689453,256.1600036621094,252.8300018310547,254.0,3990000
2018-04-20,213.93841552734375,251.9600067138672,255.67999267578125,251.47999572753906,254.10000610351562,2930600
2018-04-23,209.44667053222656,246.6699981689453,252.75,246.19000244140625,251.66000366210938,3775900
2018-04-24,205.89749145507812,242.49000549316406,249.14999389648438,240.0399932861328,248.82000732421875,4705100
